datetime,actual,predicted,Tariff,error,Anomaly
2024-07-23 02:45:00,0.583813247,0.5844511,Normal Tariff,0.0006378323685912735,Normal
2024-07-23 02:50:00,0.581617993,0.57964945,Normal Tariff,0.0019685446052246647,Normal
2024-07-23 02:55:00,0.578746018,0.5777068,Normal Tariff,0.0010392041877441693,Normal
2024-07-23 03:00:00,0.577803246,0.5782917,Normal Tariff,0.000488468191436775,Normal
2024-07-23 03:05:00,0.572710094,0.57371986,Normal Tariff,0.001009765123230033,Normal
2024-07-23 03:10:00,0.570724952,0.5699559,Normal Tariff,0.0007690665896911142,Normal
2024-07-23 03:15:00,0.568124484,0.56681114,Normal Tariff,0.0013133396480408122,Normal
2024-07-23 03:20:00,0.567430025,0.56681114,Normal Tariff,0.0006188806480407205,Normal
2024-07-23 03:25:00,0.563976833,0.56352305,Normal Tariff,0.00045377887707520603,Normal
2024-07-23 03:30:00,0.560803334,0.5634562,Normal Tariff,0.0026528437114867742,Normal
2024-07-23 03:35:00,0.559084242,0.55956346,Normal Tariff,0.00047921596585087656,Normal
2024-07-23 03:40:00,0.554418135,0.556133,Normal Tariff,0.001714837240447964,Normal
2024-07-23 03:45:00,0.550258205,0.5530188,Normal Tariff,0.002760603364868164,Normal
2024-07-23 03:50:00,0.548214395,0.5494837,Normal Tariff,0.0012693214878845005,Normal
2024-07-23 03:55:00,0.547365764,0.5464737,Normal Tariff,0.0008920820732727375,Normal
2024-07-23 04:00:00,0.544092667,0.54311484,Normal Tariff,0.0009778260156555474,Normal
2024-07-23 04:05:00,0.538235475,0.53920406,Normal Tariff,0.000968586031341534,Normal
2024-07-23 04:10:00,0.53705394,0.5358752,Normal Tariff,0.0011787387747191902,Normal
2024-07-23 04:15:00,0.534817756,0.5330215,Normal Tariff,0.0017962463526306482,Normal
2024-07-23 04:20:00,0.531742491,0.5330215,Normal Tariff,0.0012790186473693455,Normal
2024-07-23 04:25:00,0.531734305,0.53031594,Normal Tariff,0.0014183693882751092,Normal
2024-07-23 04:30:00,0.528920997,0.52768487,Normal Tariff,0.0012361296179503878,Normal
2024-07-23 04:35:00,0.527657601,0.52761424,Normal Tariff,4.3365122009308976e-05,Normal
2024-07-23 04:40:00,0.525036667,0.52351594,Normal Tariff,0.0015207272874755429,Normal
2024-07-23 04:45:00,0.520785325,0.52062285,Normal Tariff,0.00016247553558346173,Normal
2024-07-23 04:50:00,0.52093404,0.5204887,Normal Tariff,0.0004453605909728875,Normal
2024-07-23 04:55:00,0.518886137,0.51802456,Normal Tariff,0.0008615732106322938,Normal
2024-07-23 05:00:00,0.518624181,0.517655,Normal Tariff,0.000969166008239708,Normal
2024-07-23 05:05:00,0.517442646,0.5136376,Normal Tariff,0.0038050436707458557,Normal
2024-07-23 05:10:00,0.51624201,0.513741,Normal Tariff,0.002500993612060576,Normal
2024-07-23 05:15:00,0.512574613,0.5116208,Normal Tariff,0.0009537934313659235,Normal
2024-07-23 05:20:00,0.510185621,0.5116208,Normal Tariff,0.0014351985686340551,Normal
2024-07-23 05:25:00,0.507875761,0.50646996,Normal Tariff,0.0014057960189208796,Normal
2024-07-23 05:30:00,0.501965359,0.5033706,Normal Tariff,0.001405224057403509,Normal
2024-07-23 05:35:00,0.503040474,0.49990317,Normal Tariff,0.0031373017454375818,Normal
2024-07-23 05:40:00,0.503647613,0.49993837,Normal Tariff,0.0037092442026978034,Normal
2024-07-23 05:45:00,0.500797468,0.49993837,Normal Tariff,0.0008590992026977773,Normal
2024-07-23 05:50:00,0.498323885,0.49730477,Normal Tariff,0.001019117629776023,Normal
2024-07-23 05:55:00,0.496468357,0.49491668,Normal Tariff,0.0015516795250244408,Normal
2024-07-23 06:00:00,0.497720839,0.49637875,Normal Tariff,0.0013420893910064957,Normal
2024-07-23 06:05:00,0.494803839,0.49322426,Normal Tariff,0.0015795758087768785,Normal
2024-07-23 06:10:00,0.493412193,0.49332756,Normal Tariff,8.463495938110244e-05,Normal
2024-07-23 06:15:00,0.49742068,0.49436948,Normal Tariff,0.0030512029663848916,Normal
2024-07-23 06:20:00,0.497329268,0.49436948,Normal Tariff,0.0029597909663848787,Normal
2024-07-23 06:25:00,0.498018269,0.49683043,Normal Tariff,0.001187835392898573,Normal
2024-07-23 06:30:00,0.501294094,0.49675834,Normal Tariff,0.004535752210754418,Normal
2024-07-23 06:35:00,0.497233762,0.49668592,Normal Tariff,0.0005478398541565177,Normal
2024-07-23 06:40:00,0.496432884,0.49672112,Normal Tariff,0.0002882346885833553,Normal
2024-07-23 06:45:00,0.498172441,0.49664682,Normal Tariff,0.0015256195011291718,Normal
2024-07-23 06:50:00,0.499888805,0.49651822,Normal Tariff,0.0033705805222320473,Normal
2024-07-23 06:55:00,0.496810811,0.49634144,Normal Tariff,0.0004693738986358831,Normal
2024-07-23 07:00:00,0.501195861,0.500138,Normal Tariff,0.001057876247344991,Normal
2024-07-23 07:05:00,0.497246042,0.49778697,Normal Tariff,0.00054092694645691,Normal
2024-07-23 07:10:00,0.49982468,0.50023127,Normal Tariff,0.00040658602172849445,Normal
2024-07-23 07:15:00,0.500912074,0.5011873,Normal Tariff,0.0002752505239257408,Normal
2024-07-23 07:20:00,0.500390889,0.5011873,Normal Tariff,0.0007964355239258314,Normal
2024-07-23 07:25:00,0.501467368,0.50094295,Normal Tariff,0.0005244225196533447,Normal
2024-07-23 07:30:00,0.501516485,0.5008512,Normal Tariff,0.0006652710679626583,Normal
2024-07-23 07:35:00,0.501478283,0.50075084,Normal Tariff,0.0007274432897643734,Normal
2024-07-23 07:40:00,0.503530279,0.5028544,Normal Tariff,0.0006758721663513434,Normal
2024-07-23 07:45:00,0.50295179,0.50294703,Normal Tariff,4.757548370371012e-06,Normal
2024-07-23 07:50:00,0.505327139,0.50286376,Normal Tariff,0.0024633742371216183,Normal
2024-07-23 07:55:00,0.505323046,0.505706,Normal Tariff,0.000382966248992922,Normal
2024-07-23 08:00:00,0.507632906,0.506959,Normal Tariff,0.0006738849085388132,Normal
2024-07-23 08:05:00,0.512666025,0.5096375,Normal Tariff,0.003028549986267115,Normal
2024-07-23 08:10:00,0.516664961,0.5125607,Normal Tariff,0.004104235787902866,Normal
2024-07-23 08:15:00,0.518086623,0.5165295,Normal Tariff,0.0015571225155334156,Normal
2024-07-23 08:20:00,0.522815491,0.52286476,Normal Tariff,4.9267968353250424e-05,Normal
2024-07-23 08:25:00,0.532619774,0.52528495,Normal Tariff,0.007334828035186813,Normal
2024-07-23 08:30:00,0.533464312,0.531573,Normal Tariff,0.0018913144299621543,Normal
2024-07-23 08:35:00,0.537485077,0.53715426,Normal Tariff,0.00033081970248416415,Normal
2024-07-23 08:40:00,0.534015513,0.53718936,Normal Tariff,0.0031738514332885215,Normal
2024-07-23 08:45:00,0.533647136,0.537282,Normal Tariff,0.0036348540512695093,Normal
2024-07-23 08:50:00,0.544800769,0.5405041,Normal Tariff,0.004296671061462365,Normal
2024-07-23 08:55:00,0.54670405,0.5437308,Normal Tariff,0.002973254616546628,Normal
2024-07-23 09:00:00,0.547648186,0.55010706,Normal Tariff,0.0024588758629455754,Normal
2024-07-23 09:05:00,0.556850787,0.5533939,Normal Tariff,0.0034568866055603165,Normal
2024-07-23 09:10:00,0.568496954,0.5644283,Normal Tariff,0.004068624532226561,Normal
2024-07-23 09:15:00,0.576760876,0.5737894,Normal Tariff,0.002971458256317172,Normal
2024-07-23 09:20:00,0.58840295,0.58446324,Normal Tariff,0.003939711283874492,Normal
2024-07-23 09:25:00,0.597256274,0.5946533,Normal Tariff,0.0026029656084289865,Normal
2024-07-23 09:30:00,0.606539372,0.60573876,Normal Tariff,0.000800612959167446,Normal
2024-07-23 09:35:00,0.617006733,0.6131775,Normal Tariff,0.003829254686553929,Normal
2024-07-23 09:40:00,0.621315378,0.62163395,Normal Tariff,0.000318568895599336,Normal
2024-07-23 09:45:00,0.632983375,0.63180476,Normal Tariff,0.001178610729217544,Normal
2024-07-23 09:50:00,0.634144445,0.635555,Normal Tariff,0.0014105839154052724,Normal
2024-07-23 09:55:00,0.633666919,0.64026165,Normal Tariff,0.006594731085449168,Normal
2024-07-23 10:00:00,0.645703293,0.64059067,Normal Tariff,0.005112625275390581,Normal
2024-07-23 10:05:00,0.645969343,0.6452819,Normal Tariff,0.0006874321036987041,Normal
2024-07-23 10:10:00,0.656150189,0.65097076,Normal Tariff,0.005179431992401118,Normal
2024-07-23 10:15:00,0.659597923,0.6575799,Normal Tariff,0.0020180241657714593,Normal
2024-07-23 10:20:00,0.665386898,0.6641886,Normal Tariff,0.0011982745716552223,Normal
